user_query,filter,output_column,Indicator,api_method
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
who is assigned to INCXXXXXXX,number=INCXXXXXXX,"number,assigned_to,assignment_group",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
can you check INCXXXXXXX?,number=INCXXXXXXX,"number,state,assigned_to,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
give me the latest update on INCXXXXXXX,number=INCXXXXXXX,"number,state,sys_updated_on,sys_updated_by,short_description",Yes,GET
pull details for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,priority,state,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
get me the priority and assignment group for incident INCXXXXXXX,number=INCXXXXXXX,"number,priority,assignment_group",Yes,GET
fetch incident INCXXXXXXX details,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
what is the status of INCXXXXXXX?,number=INCXXXXXXX,"number,state,short_description",Yes,GET
I need the status of INCXXXXXXX,number=INCXXXXXXX,"number,state,priority",Yes,GET
show me details of incident INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,priority,assigned_to,assignment_group,opened_at",Yes,GET
display info for INCXXXXXXX,number=INCXXXXXXX,"number,short_description,state,assigned_to",Yes,GET
